,movieCd,companyCd,companyNm,companyNmEn,companyPartNm
2,20196672,20100548,영화진흥위원회,Korean Film Council (KOFIC),제공
3,20196672,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,20196284,20139335,영화사 달리기,Film Run,제작사
1,20196284,20139617,(주)리틀빅픽쳐스,Little Big Pictures,배급사
2,20196284,20139617,(주)리틀빅픽쳐스,Little Big Pictures,제공
3,20196284,20111211,(주)케이티알파,kt alpha,제공
4,20196284,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사
0,20191371,20137715,KBS 미디어,,제작사
1,20191371,20143338,(주)드림팩트엔터테인먼트,Dreamfact entertainment,배급사
0,20196732,20172721,커넥트픽쳐스(주),CONNECT PICTURES INC.,제작사
1,20196732,20172721,커넥트픽쳐스(주),CONNECT PICTURES INC.,배급사
0,20205341,20100143,필름라인,FILM LINE,제작사
1,20205341,20139275,시네마 뉴원,,배급사
0,20100355,20103419,니카추,Nikkatsu,제작사
1,20100355,20112193,스카이 퍼펙티브이,SKY PerfecTV,제작사
2,20100355,20101135,주식회사 마운틴픽쳐스,"Mountain Pictures Co.,Ltd",배급사
3,20100355,20062868,(주)도키엔터테인먼트,,수입사
0,20196750,20123217,(주)시네마달,Cinema DAL,제작사
1,20196750,20123217,(주)시네마달,Cinema DAL,배급사
2,20196750,20123217,(주)시네마달,Cinema DAL,해외세일즈사
0,20196701,20125895,(주)기린제작사,"KIRIN PRODUCTIONS CO.,LTD.",제작사
1,20196701,20111582,(주)엣나인필름,"Atnine Film Co., Ltd.",배급사
2,20196701,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사
0,20196601,20100807,(주)디씨지플러스,DCG PLUS,제작사
1,20196601,20188021,롯데컬처웍스(주)롯데엔터테인먼트,Lotte Entertainment,배급사
2,20196601,20188021,롯데컬처웍스(주)롯데엔터테인먼트,Lotte Entertainment,제공
3,20196601,20188021,롯데컬처웍스(주)롯데엔터테인먼트,Lotte Entertainment,해외세일즈사
0,20215809,20205361,(재)서울예술단,,제작사
1,20215809,20205361,(재)서울예술단,,배급사
0,20200002,20141397,영화사 인연,karma pictures,제작사
1,20200002,2013216,(주)박수엔터테인먼트,Boxoo Entertainment  ,배급사
2,20200002,20175163,(주)영화사피어나,,제공
0,20200471,20206121,(주)퍼플스트로우필름,PUPLE STRAW FILM,제작사
1,20200471,20142849,(주)영화사오원,,배급사
0,20173991,20123217,(주)시네마달,Cinema DAL,제작사
1,20173991,20123217,(주)시네마달,Cinema DAL,배급사
2,20173991,20142968,(주)콘텐츠판다,CONTENTS PANDA,제공
3,20173991,20123217,(주)시네마달,Cinema DAL,해외세일즈사
0,20190268,20157950,영화사 키노(주),,제작사
1,20190268,20161461,키노비(주),,제작사
2,20190268,20174583,(주)무빙픽쳐스컴퍼니,Moving Pictures Company,제작사
3,20190268,20157949,한국방송예술교육진흥원 ,,제작사
4,20190268,20203241,주식회사 블루필름웍스,Blue Film Works,배급사
5,20190268,20174583,(주)무빙픽쳐스컴퍼니,Moving Pictures Company,배급사
6,20190268,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,20206928,19990070,박세민무비프로덕션,,제작사
1,20206928,20139275,시네마 뉴원,,배급사
0,20124017,20040209,영화사 온난전선,Warm Front Film Productions,제작사
1,20124017,20100352,(주)액티버스엔터테인먼트,"Activers Entertainment Co., Ltd.",배급사
2,20124017,20040209,영화사 온난전선,Warm Front Film Productions,해외세일즈사
0,20208523,20186901,(주)그노스,Gnos,제작사
1,20208523,20203581,꿀잼컴퍼니(주),Kkuljam Company,제작사
2,20208523,20143338,(주)드림팩트엔터테인먼트,Dreamfact entertainment,배급사
0,20204139,20122937,(주)룬컴퍼니,,제작사
1,20204139,20122937,(주)룬컴퍼니,,배급사
0,20181169,20187581,파도,,제작사
1,20181169,20100631,(주)영화사 진진,JINJIN Pictures,배급사
2,20181169,20187581,파도,,제공
3,20181169,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,20050118,20101529,록웰아이즈 (ロックウェルアイズ),Rockwell Eyes inc.,제작사
1,20050118,20122956,(주)미디어캐슬,,배급사
2,20050118,20060480,(주)튜브엔터테인먼트,"Tube Entertainment Co.,Ltd",배급사
3,20050118,20122956,(주)미디어캐슬,,수입사
4,20050118,20060480,(주)튜브엔터테인먼트,"Tube Entertainment Co.,Ltd",수입사
0,20040704,20101529,록웰아이즈 (ロックウェルアイズ),Rockwell Eyes inc.,제작사
1,20040704,20122956,(주)미디어캐슬,,배급사
2,20040704,20122837,(주)팝엔터테인먼트,Pop Entertainment,배급사
3,20040704,20100269,쇼이스트(주),"ShowEast Co., Ltd.",배급사
4,20040704,20122956,(주)미디어캐슬,,수입사
5,20040704,20122497,(유)조이앤컨텐츠그룹,JOY N CONTENTS GROUP,수입사
6,20040704,20100269,쇼이스트(주),"ShowEast Co., Ltd.",수입사
0,20141704,20139339,(주)비트윈픽처스,,제작사
1,20141704,20063292,필라멘트픽쳐스,Filament Pictures,배급사
2,20141704,20063292,필라멘트픽쳐스,Filament Pictures,제공
3,20141704,20142488,(주)독에어,"Doc Air Co., Ltd",해외세일즈사
4,20141704,20190841,시소픽쳐스,Seesaw Pictures,해외세일즈사
0,20126003,20139339,(주)비트윈픽처스,,제작사
1,20126003,20100132,㈜영화사 백두대간,BaekDu-DaeGan Flims Co. Ltd,배급사
2,20126003,20110854,(주)씨제이이엔엠,CJ ENM Corp.,제공
3,20126003,20142488,(주)독에어,"Doc Air Co., Ltd",해외세일즈사
0,20141702,20137935,반달,BANDAL Doc.,제작사
1,20141702,20111582,(주)엣나인필름,"Atnine Film Co., Ltd.",배급사
2,20141702,20142488,(주)독에어,"Doc Air Co., Ltd",해외세일즈사
3,20141702,20190841,시소픽쳐스,Seesaw Pictures,해외세일즈사
0,20207443,20101412,월트 디즈니 픽쳐스,Walt Disney Pictures,제작사
1,20207443,20104491,픽사 애니메이션 스튜디오,Pixar Animation Studios,제작사
2,20207443,20161801,월트디즈니컴퍼니코리아 유한책임회사,The Walt Disney Company Korea,배급사
3,20207443,20161801,월트디즈니컴퍼니코리아 유한책임회사,The Walt Disney Company Korea,수입사
0,19960052,20100088,진필림(주),,제작사
0,20183642,20204781,(주)보더리스필름,,제작사
1,20183642,20155908,(주)미로스페이스,,배급사
2,20183642,20205601,(주)스튜디오 보난자,STUDIO BONANZA,배급사
0,20010020,20100499,(주)신씨네,"ShinCine Communications Co., Ltd.",제작사
1,20010020,20162181,이언픽쳐스,,배급사
2,20010020,20100303,(주)시네마서비스,"Cinema Service Co.,Ltd.",배급사
3,20010020,20203405,(주)영화사벌집,Hive Filmworks Inc.,해외세일즈사
4,20010020,20111031,데몰리션,DEMOLITION STUDIO,제작서비스-시각효과/특수효과
5,20010020,20110446,(사)부산영상위원회,Busan Film Commission,제작서비스-로케이션
0,20209836,20155509,(주)에이치에이케이프로덕션,HAK Production,제작사
1,20209836,20153894,(주)콘텐츠윙,"CONTENTSWING Co.,Ltd",배급사
0,20207254,20141948,(주)뉴데이픽쳐스,,제작사
1,20207254,20139275,시네마 뉴원,,배급사
2,20207254,20205601,(주)스튜디오 보난자,STUDIO BONANZA,해외세일즈사
0,20190481,20176144,닷 팩토리,,제작사
1,20190481,20110445,전주 영상위원회,Jeonju FIlm Commission,제작사
2,20190481,20153568,(주)스톰픽쳐스코리아,STORM PICTURES KOREA,배급사
3,20190481,20141088,와이드 릴리즈(주),Wide Release,배급사
4,20190481,20114876,전라북도,,제공
5,20190481,20123227,(주)나우콘텐츠,Now Contents,공동제공
6,20190481,20205601,(주)스튜디오 보난자,STUDIO BONANZA,해외세일즈사
0,20183358,20161603,봄내필름,Bomnae Films,제작사
1,20183358,20100036,㈜인디스토리,INDIESTORY Inc. ,배급사
2,20183358,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
3,20183358,20192621,프로파간다,PROPAGANDA,기타
0,20111928,20030102,컴어나더(주),,제작사
1,20111928,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사
2,20111928,20111553,(주)케이제이네트,KJ-net,제공
3,20111928,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",제공
4,20111928,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",해외세일즈사
5,20111928,20110364,경기영상위원회,Gyeonggi Film Commission,제작서비스-기획
6,20111928,20110335,㈜블루캡,BLUECAP,제작서비스-사운드
7,20111928,20111031,데몰리션,DEMOLITION STUDIO,제작서비스-시각효과/특수효과
8,20111928,20110380,서울현상소,SeoulLab,제작서비스-현상
0,20185784,20100545,(주)명필름,Myung Films,제작사
1,20185784,20123320,(주)조이래빗,Joy Rabbit,제작사
2,20185784,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,배급사
3,20185784,20100932,(주)넥스트엔터테인먼트월드(NEW),Next Entertainment World,제공
4,20185784,20142968,(주)콘텐츠판다,CONTENTS PANDA,해외세일즈사
0,19959184,20112344,택동전영제작유한공사,,제작사
1,19959184,20158370,(주)디스테이션,,배급사
2,19959184,20139757,(주)엔케이컨텐츠,,수입사
3,19959184,20100460,(주)미도영화사,,수입사
0,20050310,20103668,워너 브러더스 픽쳐스,Warner Bros. Pictures,제작사
1,20050310,20100043,워너브러더스 코리아(주),Warner Bros. Korea,배급사
2,20050310,20100043,워너브러더스 코리아(주),Warner Bros. Korea,수입사
0,20201687,20175522,(주)에스에스애니멘트 ,SS Animent,제작사
1,20201687,20100330,(주)스튜디오 애니멀,Studio ANIMAL Co. Ltd.,제작사
2,20201687,20188741,(주)트리플픽쳐스,Triple Pictures Inc.,배급사
0,20209802,20168488,명필름랩,MYUNG FILMS LAB,제작사
1,20209802,20168488,명필름랩,MYUNG FILMS LAB,배급사
0,20070585,20111861,사우스포우 엔터테인먼트,Southpaw Entertainment,제작사
1,20070585,20172421,(주)영화사 그램,gram FILMS,배급사
2,20070585,20100109,CJ ENM,CJ ENM,배급사
3,20070585,20161401,(주)티앤엘엔터테인먼트,,수입사
4,20070585,20100109,CJ ENM,CJ ENM,수입사
5,20070585,20062385,(주)나인플래너스,NINEPLANNERS,제공
0,20177005,20138660,(주)안나푸르나필름,,제작사
1,20177005,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사
2,20177005,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",제공
3,20177005,20100807,(주)디씨지플러스,DCG PLUS,제공
4,20177005,20174801,(주)넥스트월드,,공동제공
5,20177005,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",해외세일즈사
0,20193859,20138935,(주)비에이엔터테인먼트,B.A. Entertainment,제작사
1,20193859,20204281,(주)다니필름,,제작사
2,20193859,20189281,(주)에이스메이커무비웍스,ACEMAKER MOVIEWORKS,배급사
3,20193859,20189281,(주)에이스메이커무비웍스,ACEMAKER MOVIEWORKS,제공
4,20193859,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사
0,20030033,20100123,(주)싸이더스,Sidus Corporation,제작사
1,20030033,20100109,CJ ENM,CJ ENM,배급사
2,20030033,20100109,CJ ENM,CJ ENM,해외세일즈사
3,20030033,20110331,㈜라이브톤,"LIVETONE Co., Ltd Digital Sound Production",제작서비스-사운드
0,20040798,20101416,워너 브러더스 텔레비전,Warner Bros. Television,제작사
1,20040798,20216561,(주)스튜디오디에이치엘,Studio dhL inc.,배급사
2,20040798,20139095,(주)퍼스트런,First Run Inc.,배급사
3,20040798,20169189,글뫼 주식회사,,배급사
4,20040798,20101589,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.,배급사
5,20040798,20139095,(주)퍼스트런,First Run Inc.,수입사
6,20040798,20101589,소니픽쳐스릴리징코리아,Sony Pictures Releasing of Korea Inc.,수입사
0,19970271,20103893,골든하베스트,Golden Harvest,제작사
1,19970271,20161101,(주)제이앤씨미디어그룹,,배급사
2,19970271,20142369,(유)조이앤시네마,JOY N CINEMA,수입사
3,19970271,20100012,(주)신도필림,,수입사
0,20204643,20173761,(주)푸른나무픽쳐스,Green Tree Pictures,제작사
1,20204643,20142849,(주)영화사오원,,배급사
2,20204643,20190602,주식회사 케이무비엔터테인먼트,K-MOVIE ENTERTAINMENT,해외세일즈사
0,20101344,20100572,한국영화아카데미,Korean Academy of Film Arts(KAFA),제작사
1,20101344,20063292,필라멘트픽쳐스,Filament Pictures,배급사
2,20101344,20100572,한국영화아카데미,Korean Academy of Film Arts(KAFA),제공
3,20101344,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,20155391,20139155,(주)무비엔진,Moviengine,제작사
1,20155391,20100036,㈜인디스토리,INDIESTORY Inc. ,배급사
2,20155391,20139155,(주)무비엔진,Moviengine,제공
3,20155391,20100036,㈜인디스토리,INDIESTORY Inc. ,해외세일즈사
0,20190703,20141655,(주)아토,ATO Inc.,제작사
1,20190703,20188021,롯데컬처웍스(주)롯데엔터테인먼트,Lotte Entertainment,배급사
2,20190703,20100851,(주)화인컷,"Finecut Co., Ltd.",해외세일즈사
0,20160504,20161603,봄내필름,Bomnae Films,제작사
1,20160504,20156408,무브먼트,MOVement ,배급사
2,20160504,20100904,(주)엠라인디스트리뷰션,M-Line Distribution,해외세일즈사
0,20200583,20122965,(주)트리니티엔터테인먼트,"Trinity Entertainment Co,. Ltd.",제작사
1,20200583,20100410,오퍼스픽쳐스(유),OPUS Pictures,제작사
2,20200583,20111081,(주)스마일이엔티,Smile Ent.,배급사
3,20200583,20111081,(주)스마일이엔티,Smile Ent.,제공
0,20180868,201921,호두앤유픽쳐스(주),hodumupictures,제작사
1,20180868,20100103,(주)쇼박스,Showbox Corp,제작사
2,20180868,20100103,(주)쇼박스,Showbox Corp,배급사
3,20180868,20100103,(주)쇼박스,Showbox Corp,제공
4,20180868,20100103,(주)쇼박스,Showbox Corp,해외세일즈사
0,20208400,20102865,대쉬 필름,DASHY FILMS,제작사
1,20208400,20153894,(주)콘텐츠윙,"CONTENTSWING Co.,Ltd",배급사
0,20113533,20100584,(주)황기성 사단,HwangKiSung Films,제작사
1,20113533,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",배급사
2,20113533,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",제공
3,20113533,20061362,CJ창업투자(주),CJ Venture Investment,공동제공
4,20113533,20061361,소빅창업투자(주),,공동제공
5,20113533,20100520,롯데쇼핑㈜롯데엔터테인먼트,"Lotte shopping Lotte Entertainment Co.,Ltd",해외세일즈사
0,20204432,20141655,(주)아토,ATO Inc.,제작사
1,20204432,20176244,(주)모토,,제작사
2,20204432,20139617,(주)리틀빅픽쳐스,Little Big Pictures,배급사
3,20204432,20139617,(주)리틀빅픽쳐스,Little Big Pictures,해외세일즈사
0,20200304,20154448,(주)26컴퍼니,,제작사
1,20200304,20154448,(주)26컴퍼니,,배급사
2,20200304,20190602,주식회사 케이무비엔터테인먼트,K-MOVIE ENTERTAINMENT,해외세일즈사
0,20198996,20205001,오전필름,,제작사
1,20198996,20174443,영화배급협동조합 씨네소파,Cinesopa,배급사
2,20198996,20174443,영화배급협동조합 씨네소파,Cinesopa,홍보사
0,19900139,20102553,찰리채플린프로덕션,Charles Chaplin Productions,제작사
1,19900139,20111582,(주)엣나인필름,"Atnine Film Co., Ltd.",배급사
2,19900139,20111582,(주)엣나인필름,"Atnine Film Co., Ltd.",수입사
3,19900139,20100465,(주)우진필림,,수입사
0,19890108,20102553,찰리채플린프로덕션,Charles Chaplin Productions,제작사
1,19890108,20111582,(주)엣나인필름,"Atnine Film Co., Ltd.",배급사
2,19890108,20111582,(주)엣나인필름,"Atnine Film Co., Ltd.",수입사
3,19890108,20100465,(주)우진필림,,수입사
0,19900192,20101378,유나이티드 아티스트,United Artists,제작사
1,19900192,20111582,(주)엣나인필름,"Atnine Film Co., Ltd.",배급사
2,19900192,20111582,(주)엣나인필름,"Atnine Film Co., Ltd.",수입사
3,19900192,20100465,(주)우진필림,,수입사
0,19900300,20102553,찰리채플린프로덕션,Charles Chaplin Productions,제작사
1,19900300,20101378,유나이티드 아티스트,United Artists,제작사
2,19900300,20111582,(주)엣나인필름,"Atnine Film Co., Ltd.",배급사
3,19900300,20101378,유나이티드 아티스트,United Artists,배급사
4,19900300,20111582,(주)엣나인필름,"Atnine Film Co., Ltd.",수입사
5,19900300,20100465,(주)우진필림,,수입사
0,19900343,20102553,찰리채플린프로덕션,Charles Chaplin Productions,제작사
1,19900343,20111582,(주)엣나인필름,"Atnine Film Co., Ltd.",배급사
2,19900343,20111582,(주)엣나인필름,"Atnine Film Co., Ltd.",수입사
3,19900343,20100465,(주)우진필림,,수입사
0,19890241,20101378,유나이티드 아티스트,United Artists,제작사
1,19890241,20111582,(주)엣나인필름,"Atnine Film Co., Ltd.",배급사
2,19890241,20101378,유나이티드 아티스트,United Artists,배급사
